Link,Status
https://www.ihg.com/destinations/us/en/united-states/massachusetts/dedham-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/fall-river-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/falmouth-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/great-barrington-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/hudson-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/hyannis-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/lawrence-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/ludlow-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/marlborough-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/middleboro-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/milford-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/norwood-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/peabody-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/pittsfield-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/plymouth-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/quincy-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/randolph-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/revere-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/saugus-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/somerville-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/south-lee-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/springfield-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/sturbridge-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/swansea-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/waltham-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/west-springfield-hotels,Success
https://www.ihg.com/destinations/us/en/united-states/massachusetts/woburn-hotels,Success
